Year,disease,sex,age_group,AAF_pipeline,LL_pipeline,UL_pipeline,muertes_pipeline,att_mort_pipeline,att_mort_low_pipeline,att_mort_up_pipeline,AAF_jrt,LL_jrt,UL_jrt,muertes_jrt,att_mort_jrt,att_mort_low_jrt,att_mort_up_jrt,diff_AAF,diff_muertes,diff_att_mort
2022,Oral Cavity and Pharynx Cancer,Male,45-59,0.3037759232813108,0.16367546405159672,0.46428231377514406,43,13,7,20,0.287,0.25,0.326,43,12,11,14,0.016775923281310834,0,1
2022,Oral Cavity and Pharynx Cancer,Male,60+,0.2844269468472194,0.09797173691903424,0.47476193470470046,187,53,18,89,0.282,0.245,0.321,187,53,46,60,0.0024269468472194466,0,0
2024,Oral Cavity and Pharynx Cancer,Female,15-29,0.1613758842826913,-0.030223115657436107,0.37285154650366253,1,0,-0,0,0.136,0.124,0.15,1,0,0,0,0.025375884282691302,0,0
2024,Oral Cavity and Pharynx Cancer,Female,30-44,0.1711716897045904,-0.04204360316978628,0.40297265688197403,4,1,-0,2,0.159,0.145,0.175,4,1,1,1,0.0121716897045904,0,0
2024,Oral Cavity and Pharynx Cancer,Female,45-59,0.137945965387434,-0.09150352473617598,0.38449274915822035,13,2,-1,5,0.132,0.122,0.143,13,2,2,2,0.005945965387433999,0,0
2024,Oral Cavity and Pharynx Cancer,Female,60+,0.13840475465674154,-0.11562123826420079,0.400881537334699,111,15,-13,44,0.117,0.109,0.126,111,13,12,14,0.021404754656741534,0,2
2024,Oral Cavity and Pharynx Cancer,Male,15-29,0.21494197789677383,0.06210435296469193,0.40096063719167724,1,0,0,0,0.226,0.199,0.257,1,0,0,0,-0.011058022103226178,0,0
2024,Oral Cavity and Pharynx Cancer,Male,30-44,0.2996935212746906,0.16880616443891877,0.44814221841744634,5,1,1,2,0.28,0.246,0.317,5,1,1,2,0.019693521274690595,0,0
2024,Oral Cavity and Pharynx Cancer,Male,45-59,0.28882751619112995,0.14636914840940887,0.45377602528265853,43,12,6,20,0.291,0.252,0.332,43,13,11,14,-0.0021724838088700293,0,-1
2024,Oral Cavity and Pharynx Cancer,Male,60+,0.25273228726314456,0.045008105892178046,0.46406563820782365,170,43,8,79,0.265,0.231,0.303,170,45,39,52,-0.012267712736855452,0,-2
2012,Pancreatic Cancer,Female,15-29,0.134715889077587,0.09287206442238201,0.17899849728476078,1,0,0,0,0.132,0.123,0.142,1,0,0,0,0.0027158890775869915,0,0
2012,Pancreatic Cancer,Female,30-44,0.14072351883349013,0.09592445877387759,0.18647249799963977,9,1,1,2,0.14,0.131,0.15,9,1,1,1,7.235188334901166e-4,0,0
2012,Pancreatic Cancer,Female,45-59,0.1330423491704747,0.09145575670982854,0.17711597798370912,105,14,10,19,0.13,0.12,0.139,105,14,13,15,0.0030423491704746897,0,0
2012,Pancreatic Cancer,Female,60+,0.12966774336537637,0.08718266462325434,0.1738534249803683,559,72,49,97,0.129,0.12,0.138,559,72,67,77,6.677433653763665e-4,0,0
2012,Pancreatic Cancer,Male,15-29,0.060941207718262135,0.038074421271834094,0.08473724232601078,1,0,0,0,0.06,0.051,0.069,1,0,0,0,9.412077182621367e-4,0,0
2012,Pancreatic Cancer,Male,30-44,0.06839915861600289,0.04247985921982226,0.09531125156268654,12,1,1,1,0.069,0.06,0.077,12,1,1,1,-6.008413839971166e-4,0,0
2012,Pancreatic Cancer,Male,45-59,0.07728854693611906,0.046775155456619914,0.10865864170750521,113,9,5,12,0.077,0.067,0.086,113,9,8,10,2.885469361190579e-4,0,0
2012,Pancreatic Cancer,Male,60+,0.07844358949367726,0.04637116276162264,0.11358941643913377,400,31,19,45,0.08,0.072,0.087,400,32,29,35,-0.0015564105063227418,0,-1
2014,Pancreatic Cancer,Female,15-29,0.14476186156907417,0.10008725631463351,0.1900770980068214,0,0,0,0,0.143,0.134,0.153,0,0,0,0,0.0017618615690741801,0,0
2014,Pancreatic Cancer,Female,30-44,0.14701921540331536,0.10189065221716553,0.19313955357904922,6,1,1,1,0.146,0.136,0.155,6,1,1,1,0.001019215403315371,0,0
2014,Pancreatic Cancer,Female,45-59,0.14825534145674207,0.10299160033268856,0.1952890294004002,92,14,9,18,0.148,0.138,0.157,92,14,13,14,2.5534145674208086e-4,0,0
2014,Pancreatic Cancer,Female,60+,0.13885697373951808,0.0936604865434267,0.18644991598659907,598,83,56,111,0.137,0.128,0.147,598,82,77,88,0.0018569737395180697,0,1
2014,Pancreatic Cancer,Male,15-29,0.07188420210474228,0.04509994515165343,0.09910917664701797,0,0,0,0,0.07,0.061,0.08,0,0,0,0,0.001884202104742272,0,0
2014,Pancreatic Cancer,Male,30-44,0.07494101297403541,0.04741676404582939,0.1034221794188706,13,1,1,1,0.073,0.062,0.083,13,1,1,1,0.0019410129740354137,0,0
2014,Pancreatic Cancer,Male,45-59,0.08553061540754538,0.052070701738058,0.11923484948831121,134,11,7,16,0.086,0.076,0.097,134,12,10,13,-4.693845924546164e-4,0,-1
2014,Pancreatic Cancer,Male,60+,0.08376740480664896,0.050676168126558604,0.1186827428352433,482,40,24,57,0.084,0.075,0.093,482,40,36,45,-2.3259519335104561e-4,0,0
2016,Pancreatic Cancer,Female,15-29,0.13818629086416243,0.09700687130046462,0.18309854384804883,5,1,0,1,0.137,0.127,0.146,5,1,1,1,0.0011862908641624148,0,0
2016,Pancreatic Cancer,Female,30-44,0.15806276238889336,0.10905936915095302,0.20605086299171937,14,2,2,3,0.157,0.148,0.167,14,2,2,2,0.0010627623888933568,0,0
2016,Pancreatic Cancer,Female,45-59,0.16054965691016712,0.10984481081760186,0.21035974856773532,111,18,12,23,0.159,0.149,0.168,111,18,17,19,0.0015496569101671187,0,0
2016,Pancreatic Cancer,Female,60+,0.16094446843477808,0.10977972876054051,0.21335699358727794,686,110,75,146,0.162,0.152,0.171,686,111,104,117,-0.0010555315652219233,0,-1
2016,Pancreatic Cancer,Male,15-29,0.07259221859204985,0.04483770948876627,0.10095941518780589,2,0,0,0,0.073,0.063,0.082,2,0,0,0,-4.0778140795014184e-4,0,0
2016,Pancreatic Cancer,Male,30-44,0.07856451609739959,0.048965991222952275,0.10958098072617263,18,1,1,2,0.077,0.068,0.086,18,1,1,2,0.0015645160973995903,0,0
2016,Pancreatic Cancer,Male,45-59,0.0856818486868753,0.05258892054571659,0.12004978149396109,115,10,6,14,0.084,0.075,0.093,115,10,9,11,0.0016818486868752924,0,0
2016,Pancreatic Cancer,Male,60+,0.09126753960816952,0.05217362378857146,0.13159196117394015,527,48,27,69,0.092,0.085,0.099,527,48,45,52,-7.324603918304751e-4,0,0
2018,Pancreatic Cancer,Female,15-29,0.14572783304512424,0.10121895497006445,0.191563027980308,0,0,0,0,0.145,0.136,0.155,0,0,0,0,7.278330451242487e-4,0,0
2018,Pancreatic Cancer,Female,30-44,0.15187025419741856,0.10453693366802093,0.2004830372309199,17,3,2,3,0.151,0.141,0.161,17,3,2,3,8.702541974185685e-4,0,0
2018,Pancreatic Cancer,Female,45-59,0.16713342206172535,0.11357258711654263,0.21920859048430905,116,19,13,25,0.168,0.159,0.177,116,19,18,21,-8.665779382746597e-4,0,0
2018,Pancreatic Cancer,Female,60+,0.1675813658703464,0.11383929535669964,0.22010810177025897,660,111,75,145,0.167,0.158,0.177,660,110,104,117,5.813658703463787e-4,0,1
2018,Pancreatic Cancer,Male,15-29,0.07175675016553759,0.04318917586230326,0.10111434254260238,0,0,0,0,0.072,0.064,0.081,0,0,0,0,-2.432498344624029e-4,0,0
2018,Pancreatic Cancer,Male,30-44,0.07618937531275119,0.047200989170761216,0.10655504854459426,14,1,1,1,0.075,0.065,0.084,14,1,1,1,0.0011893753127511925,0,0
2018,Pancreatic Cancer,Male,45-59,0.08245733551625599,0.050462899364052675,0.11485004267475558,123,10,6,14,0.083,0.074,0.092,123,10,9,11,-5.426644837440153e-4,0,0
2018,Pancreatic Cancer,Male,60+,0.08908776148050561,0.05062628102929817,0.12887832660852525,564,50,29,73,0.093,0.085,0.101,564,52,48,57,-0.00391223851949439,0,-2
2020,Pancreatic Cancer,Female,15-29,0.1601558592665417,0.11099029729037946,0.21000726811223827,0,0,0,0,0.159,0.149,0.168,0,0,0,0,0.0011558592665416867,0,0
2020,Pancreatic Cancer,Female,30-44,0.15622387272802313,0.10844000539208884,0.2056582199278068,6,1,1,1,0.155,0.146,0.165,6,1,1,1,0.0012238727280231287,0,0
2020,Pancreatic Cancer,Female,45-59,0.16778799387917048,0.11593173428484495,0.21986017461006147,103,17,12,23,0.167,0.157,0.176,103,17,16,18,7.879938791704733e-4,0,0
2020,Pancreatic Cancer,Female,60+,0.178344200433121,0.12478971535172965,0.23348764098905692,772,138,96,180,0.177,0.168,0.186,772,137,130,144,0.0013442004331210011,0,1
2020,Pancreatic Cancer,Male,15-29,0.07698285788990272,0.04659612809293274,0.10878920612901112,0,0,0,0,0.077,0.068,0.086,0,0,0,0,-1.7142110097276286e-5,0,0
2020,Pancreatic Cancer,Male,30-44,0.08181506992767487,0.051270513328015986,0.11376475689481017,13,1,1,1,0.082,0.071,0.092,13,1,1,1,-1.849300723251318e-4,0,0
2020,Pancreatic Cancer,Male,45-59,0.08707204865734544,0.05283123009781931,0.12223116044981244,132,11,7,16,0.086,0.076,0.095,132,11,10,13,0.001072048657345448,0,0
2020,Pancreatic Cancer,Male,60+,0.09470193943659982,0.05575410643700161,0.13378539700900943,575,54,32,77,0.096,0.087,0.104,575,55,50,60,-0.0012980605634001774,0,-1
2022,Pancreatic Cancer,Female,15-29,0.15828393653806225,0.11027567932816833,0.20698201265604968,0,0,0,0,0.158,0.149,0.168,0,0,0,0,2.8393653806224606e-4,0,0
2022,Pancreatic Cancer,Female,30-44,0.16227725763477377,0.11314262659795249,0.2110667248782137,13,2,1,3,0.161,0.152,0.171,13,2,2,2,0.0012772576347737652,0,0
2022,Pancreatic Cancer,Female,45-59,0.17208884053468518,0.12004615320297601,0.2244540271954859,110,19,13,25,0.172,0.162,0.181,110,19,18,20,8.884053468519171e-5,0,0
2022,Pancreatic Cancer,Female,60+,0.1708922469462545,0.11919784792355638,0.22275713058748572,830,142,99,185,0.171,0.161,0.18,830,142,134,149,-1.0775305374552402e-4,0,0
2022,Pancreatic Cancer,Male,15-29,0.07810080843623138,0.04606705078542004,0.11041105708137186,1,0,0,0,0.078,0.07,0.085,1,0,0,0,1.0080843623137825e-4,0,0
2022,Pancreatic Cancer,Male,30-44,0.08226122871351861,0.05047171064156588,0.11462015103058587,18,1,1,2,0.083,0.074,0.093,18,1,1,2,-7.387712864813933e-4,0,0
2022,Pancreatic Cancer,Male,45-59,0.08923230241959998,0.05309578840952355,0.12541644084204434,137,12,7,17,0.089,0.081,0.098,137,12,11,13,2.3230241959998343e-4,0,0
2022,Pancreatic Cancer,Male,60+,0.09955771751392045,0.05813404290173164,0.14200022609247717,655,65,38,93,0.1,0.092,0.107,655,66,60,70,-4.422824860795538e-4,0,-1
2024,Pancreatic Cancer,Female,15-29,0.1440930629044191,0.09852710438136375,0.19043341820033483,0,0,0,0,0.144,0.134,0.154,0,0,0,0,9.306290441910003e-5,0,0
2024,Pancreatic Cancer,Female,30-44,0.16340600239682343,0.11319167342044906,0.21385760811281676,9,1,1,2,0.164,0.155,0.173,9,1,1,2,-5.93997603176577e-4,0,0
2024,Pancreatic Cancer,Female,45-59,0.16120993943614687,0.11161169664411574,0.21151111247324073,108,17,12,23,0.162,0.153,0.172,108,17,17,19,-7.900605638531399e-4,0,0
2024,Pancreatic Cancer,Female,60+,0.1699924152195691,0.1163305082544015,0.22373320110494388,922,157,107,206,0.17,0.161,0.179,922,157,148,165,-7.584780430919258e-6,0,0
2024,Pancreatic Cancer,Male,15-29,0.07869982618266386,0.046074755804933316,0.11392093637224794,1,0,0,0,0.08,0.073,0.087,1,0,0,0,-0.001300173817336145,0,0
2024,Pancreatic Cancer,Male,30-44,0.08348155479804444,0.05020441072611915,0.11724462489570729,21,2,1,2,0.083,0.074,0.092,21,2,2,2,4.8155479804443124e-4,0,0
2024,Pancreatic Cancer,Male,45-59,0.08569584204607461,0.05138025911071061,0.1219435143693298,105,9,5,13,0.087,0.079,0.096,105,9,8,10,-0.0013041579539253834,0,0
2024,Pancreatic Cancer,Male,60+,0.10123194552272549,0.05745811974051702,0.14504122630518546,721,73,41,105,0.103,0.096,0.11,721,74,69,79,-0.0017680544772745027,0,-1
2012,Stomach Cancer,Female,15-29,0.12972708120209075,0.08680607232907392,0.1746347130373708,4,1,0,1,0.127,0.116,0.138,4,1,0,1,0.002727081202090753,0,0
2012,Stomach Cancer,Female,30-44,0.13670190716838737,0.09133676379540545,0.18301414550721798,57,8,5,10,0.137,0.126,0.147,57,8,7,8,-2.9809283161263966e-4,0,0
2012,Stomach Cancer,Female,45-59,0.12978249309532294,0.08789970677850964,0.17389292149263444,133,17,12,23,0.127,0.116,0.137,133,17,15,18,0.002782493095322941,0,0
2012,Stomach Cancer,Female,60+,0.1272510191737192,0.08444812949679878,0.171767653928344,979,125,83,168,0.127,0.116,0.137,979,124,114,134,2.510191737191969e-4,0,1
2012,Stomach Cancer,Male,15-29,0.048055427204176715,0.022368043955930415,0.07505608967961679,4,0,0,0,0.047,0.032,0.062,4,0,0,0,0.0010554272041767149,0,0
2012,Stomach Cancer,Male,30-44,0.05722723100802922,0.02824472387109877,0.08657246033947756,49,3,1,4,0.055,0.04,0.07,49,3,2,3,0.0022272310080292193,0,0
2012,Stomach Cancer,Male,45-59,0.06960184215990853,0.03685198933286569,0.1026693253718208,351,24,13,36,0.066,0.051,0.08,351,23,18,28,0.003601842159908525,0,1
2012,Stomach Cancer,Male,60+,0.07125583484258881,0.03754205935712531,0.10761341463634751,1777,127,67,191,0.071,0.059,0.082,1777,126,105,146,2.558348425888146e-4,0,1
2014,Stomach Cancer,Female,15-29,0.1392020840457019,0.09355488030406478,0.1855031419038597,8,1,1,1,0.137,0.125,0.148,8,1,1,1,0.0022020840457018798,0,0
2014,Stomach Cancer,Female,30-44,0.141912789206921,0.09629387035596962,0.18895842141432861,35,5,3,7,0.14,0.129,0.151,35,5,5,5,0.0019127892069209784,0,0
2014,Stomach Cancer,Female,45-59,0.1439922765000572,0.09821659887502907,0.19162316032101626,146,21,14,28,0.143,0.132,0.154,146,21,19,22,9.922765000572042e-4,0,0
2014,Stomach Cancer,Female,60+,0.1350870541088078,0.08888345789416291,0.1833958657152675,892,120,79,164,0.133,0.123,0.143,892,119,110,128,0.002087054108807801,0,1
2014,Stomach Cancer,Male,15-29,0.06470489816842763,0.034707390519028734,0.09414222418089697,6,0,0,1,0.058,0.042,0.074,6,0,0,0,0.006704898168427627,0,0
2014,Stomach Cancer,Male,30-44,0.0653396398107037,0.03408317664011246,0.09730176984999332,47,3,2,5,0.059,0.041,0.077,47,3,2,4,0.006339639810703707,0,0
2014,Stomach Cancer,Male,45-59,0.0787098996799943,0.04254490148978965,0.11461536647441226,341,27,15,39,0.076,0.059,0.091,341,26,20,31,0.0027098996799942987,0,1
2014,Stomach Cancer,Male,60+,0.07661967130277195,0.041233765814013563,0.11342335314457651,1790,137,74,203,0.074,0.061,0.087,1790,132,109,156,0.0026196713027719504,0,5
2016,Stomach Cancer,Female,15-29,0.13193640536727666,0.08935975821336649,0.1777594389016311,4,1,0,1,0.13,0.119,0.141,4,1,0,1,0.0019364053672766557,0,0
2016,Stomach Cancer,Female,30-44,0.15255611098396507,0.1024235386327975,0.20147168849900582,43,7,4,9,0.153,0.142,0.163,43,7,6,7,-4.4388901603492625e-4,0,0
2016,Stomach Cancer,Female,45-59,0.1571168564796473,0.10618574130400832,0.20768498651136794,148,23,16,31,0.156,0.146,0.166,148,23,22,25,0.0011168564796472935,0,0
2016,Stomach Cancer,Female,60+,0.15802920510144136,0.1067186455839133,0.21085179578116142,902,143,96,190,0.159,0.149,0.169,902,143,134,152,-9.707948985586412e-4,0,0
2016,Stomach Cancer,Male,15-29,0.06248921825524495,0.031887832114278467,0.09308913103482813,4,0,0,0,0.06,0.045,0.074,4,0,0,0,0.0024892182552449515,0,0
2016,Stomach Cancer,Male,30-44,0.06833328412487048,0.03564111887290341,0.10151411848164953,56,4,2,6,0.064,0.05,0.079,56,4,3,4,0.004333284124870482,0,0
2016,Stomach Cancer,Male,45-59,0.07867257610087998,0.04327082355791994,0.11481544113906317,339,27,15,39,0.074,0.06,0.088,339,25,20,30,0.004672576100879983,0,2
2016,Stomach Cancer,Male,60+,0.08408247929568798,0.043809935613134746,0.12554707801985507,1754,147,77,220,0.084,0.072,0.094,1754,147,126,165,8.247929568797052e-5,0,0
2018,Stomach Cancer,Female,15-29,0.14106319457023894,0.09536749106769885,0.18756738679542434,3,0,0,1,0.14,0.129,0.151,3,0,0,0,0.001063194570238929,0,0
2018,Stomach Cancer,Female,30-44,0.14750261597713124,0.09960459343552001,0.1965900095559755,32,5,3,6,0.146,0.136,0.156,32,5,4,5,0.0015026159771312497,0,0
2018,Stomach Cancer,Female,45-59,0.1645115806216072,0.11086282140031659,0.21706325807902677,134,22,15,29,0.165,0.155,0.175,134,22,21,23,-4.88419378392807e-4,0,0
2018,Stomach Cancer,Female,60+,0.1651849682552789,0.11089959669084269,0.21805723361092436,843,139,93,184,0.165,0.155,0.175,843,139,131,148,1.8496825527888894e-4,0,0
2018,Stomach Cancer,Male,15-29,0.0626825438996582,0.03208209474388682,0.09396416042171583,4,0,0,0,0.061,0.047,0.074,4,0,0,0,0.0016825438996582037,0,0
2018,Stomach Cancer,Male,30-44,0.06508447943218824,0.032687525188524955,0.09822390592430139,38,2,1,4,0.062,0.046,0.077,38,2,2,3,0.0030844794321882446,0,0
2018,Stomach Cancer,Male,45-59,0.07456827001745561,0.04029938436921611,0.10877092415420864,351,26,14,38,0.072,0.058,0.086,351,25,20,30,0.0025682700174556178,0,1
2018,Stomach Cancer,Male,60+,0.0820106396933768,0.04205173406572629,0.12298892383298796,1760,144,74,216,0.084,0.071,0.096,1760,148,125,169,-0.0019893603066232085,0,-4
2020,Stomach Cancer,Female,15-29,0.1550756758580946,0.1053819823275467,0.2055914031105762,3,0,0,1,0.153,0.142,0.164,3,0,0,0,0.0020756758580945944,0,0
2020,Stomach Cancer,Female,30-44,0.15116845860763653,0.10258668468776197,0.20149442752290098,41,6,4,8,0.15,0.139,0.161,41,6,6,7,0.0011684586076365355,0,0
2020,Stomach Cancer,Female,45-59,0.16342294142242744,0.1107185041197792,0.21623548501098455,138,23,15,30,0.162,0.152,0.172,138,22,21,24,0.0014229414224274373,0,1
2020,Stomach Cancer,Female,60+,0.17543582909797678,0.12118767817711526,0.23116251071885402,873,153,106,202,0.174,0.165,0.184,873,152,144,161,0.001435829097976793,0,1
2020,Stomach Cancer,Male,15-29,0.06790334100954866,0.03501270162730413,0.10177989952573459,3,0,0,0,0.066,0.052,0.08,3,0,0,0,0.0019033410095486564,0,0
2020,Stomach Cancer,Male,30-44,0.07087488081250866,0.036489000031228985,0.10590481604150107,59,4,2,6,0.068,0.05,0.085,59,4,3,5,0.002874880812508654,0,0
2020,Stomach Cancer,Male,45-59,0.08194699571169263,0.04532202973581215,0.11835981784769989,312,26,14,37,0.075,0.06,0.09,312,23,19,28,0.006946995711692633,0,3
2020,Stomach Cancer,Male,60+,0.0865387856514984,0.04518178924693187,0.12750470996723434,1758,152,79,224,0.087,0.074,0.099,1758,153,130,174,-4.6121434850159015e-4,0,-1
2022,Stomach Cancer,Female,15-29,0.1536897598611398,0.10499917798585223,0.2030668466695949,1,0,0,0,0.153,0.142,0.163,1,0,0,0,6.897598611398104e-4,0,0
2022,Stomach Cancer,Female,30-44,0.15748429988131993,0.10729592224778621,0.20708388647224152,41,6,4,8,0.156,0.145,0.166,41,6,6,7,0.0014842998813199282,0,0
2022,Stomach Cancer,Female,45-59,0.16890149257045362,0.1166001445435219,0.22165934858567166,142,24,17,31,0.168,0.158,0.178,142,24,22,25,9.014925704536048e-4,0,0
2022,Stomach Cancer,Female,60+,0.16850524534182174,0.1168601179633327,0.220836829079884,877,148,102,194,0.168,0.159,0.178,877,147,139,156,5.052453418217251e-4,0,1
2022,Stomach Cancer,Male,15-29,0.070404671422882,0.03684959295931252,0.10393381346459812,3,0,0,0,0.068,0.056,0.08,3,0,0,0,0.0024046714228819904,0,0
2022,Stomach Cancer,Male,30-44,0.07211986595638968,0.03734171780972159,0.10644435056785137,43,3,2,5,0.071,0.055,0.086,43,3,2,4,0.0011198659563896873,0,0
2022,Stomach Cancer,Male,45-59,0.08225802251284685,0.04434299018105243,0.11982556265321433,290,24,13,35,0.08,0.066,0.093,290,23,19,27,0.0022580225128468467,0,1
2022,Stomach Cancer,Male,60+,0.09446444128351845,0.05189018243124528,0.1378633282256773,1751,165,91,241,0.092,0.081,0.103,1751,161,142,180,0.0024644412835184565,0,4
2024,Stomach Cancer,Female,15-29,0.14003978135554263,0.09349683690308012,0.18690603724913865,3,0,0,1,0.14,0.129,0.15,3,0,0,0,3.978135554261186e-5,0,0
2024,Stomach Cancer,Female,30-44,0.15926325893194457,0.10816436391248056,0.210556255103302,46,7,5,10,0.159,0.149,0.169,46,7,7,8,2.632589319445655e-4,0,0
2024,Stomach Cancer,Female,45-59,0.15823906443306585,0.10818028593743294,0.20897640409073628,128,20,14,27,0.159,0.149,0.169,128,20,19,22,-7.609355669341566e-4,0,0
2024,Stomach Cancer,Female,60+,0.16845811708987224,0.1145930900540959,0.22241018148998143,864,146,99,192,0.168,0.159,0.178,864,145,137,154,4.5811708987222866e-4,0,1
2024,Stomach Cancer,Male,15-29,0.07119350447635588,0.03711320707196213,0.10758937790387589,5,0,0,1,0.071,0.06,0.082,5,0,0,0,1.9350447635588242e-4,0,0
2024,Stomach Cancer,Male,30-44,0.07484494271679272,0.0392176503648438,0.11103186912278612,47,4,2,5,0.071,0.057,0.085,47,3,3,4,0.0038449427167927264,0,1
2024,Stomach Cancer,Male,45-59,0.07953805506132962,0.04307027820405566,0.11731830760397997,242,19,10,28,0.079,0.066,0.091,242,19,16,22,5.380550613296176e-4,0,0
2024,Stomach Cancer,Male,60+,0.0970671369399883,0.052235189037145614,0.14179648925890653,1721,167,90,244,0.097,0.086,0.107,1721,167,148,184,6.713693998829096e-5,0,0
